CDS,CDS original script,PoS,ADS,English,Country,Language branch,Group of languages,Language,Area,Source,Year,Comments,Examples,Semantic Domain
titti,,v,,sit down,Morocco,Amazigh (Berber),Senhaja,Mezduy,,,2025,,,"body, bodily function, action"
titti,,v,,sit down,Morocco,Amazigh (Berber),,Tamazight,Goulmima Region,,2024,,,
titti,,v,qqim,sit down,Morocco,Amazigh (Berber),,Tamazight,"Rich, Gourrama, Ksar tit n'Ali",,,,,action
titti,,v,gawr,sit down,Morocco,Amazigh (Berber),,Tashelhit,Ouarzazate,,2014,,,"body, bodily function, action"
titti,,v,,sit down,Morocco,Amazigh (Berber),,Tashelhit,Ayt Ba’amran,,2024,,,"body, bodily function, action"
titti,,v,,sit down,Morocco,Amazigh (Berber),,Tashelhit,Tafraout,,2024,,,"action, body, bodily function"
titti,,v,,sit down,Morocco,Amazigh (Berber),,Tashelhit,Tafraout,,2024,,,action
"titti, ttitti",,v,,sit down,Morocco,Semitic,Arabic,Arabic (Moroccan),unspecified,Abu-Shams 2005,2005,,,action
"titti, ttitti",,v,gles,sit down,Morocco,Semitic,Arabic,Arabic (Moroccan),Fes,Caubet 1991,1991,,,"body, action"
tiṭṭuc,,n,tiṭ / tiṭṭiwin,eye(s),Algeria,Amazigh (Berber),,Tasahlit,Aït Bouyoucef (Tamridjet),,2017,,,body
tiṭṭucin,,n,tiṭ / tiṭṭiwin,eye(s),Algeria,Amazigh (Berber),,Tasahlit,Aït Bouyoucef (Tamridjet),,2017,,,body
tittus,,n,afus,"hand, arm",Algeria,Amazigh (Berber),,Kabyle,At Zmenzer,,2014,Etymology: tittus < afettus (cf. afus < afettus).,,"body, body part"
tittus,,n,afus,"hand, arm",Algeria,Amazigh (Berber),,Kabyle,At Zmenzer,,2014,Etymology: tittus < afettus (cf. afus < afettus).,,"body, body part"
"ṭiṭuḥ, tiṭuḥ, ṭiṭun, titun",,n,,genitals (female),Morocco,Semitic,Arabic,Arabic (Moroccan),unspecified,Abu-Shams 2005,2005,,,"body, body parts"
tītun,,n,ḥtun (taboo),genitals (female),Morocco,Semitic,Arabic,Arabic (Moroccan),Fes,Caubet 1991,1991,Or euphemism: bessa (pipi),,"body, body part"
"titun, titšina",,n,tabbun; ḥattun (North),genitals (female),Morocco,Semitic,Arabic,Arabic (Moroccan),Fes,,2015,,,"body, body parts"
"titun, tiṭun, tiṭuḥ, ṭiṭuḥ, ṭuṭaḥ",,n,,genitals (female),Morocco,Semitic,Arabic,Arabic (Moroccan),unspecified,Abu-Shams 2005,2005,taboo,,"body, body parts, taboo"
titus (tittus),,n,afus,"hand, arm",Algeria,Amazigh (Berber),,Kabyle,Makouda/Tigzirt sur mer,,1998,Etymology: from afettus (an archaic form of afus: afus < afettus).,,"body, body part"
titus (tittus),,n,afus,"hand, arm",Algeria,Amazigh (Berber),,Kabyle,Makouda/Tigzirt sur mer,,1998,Etymology: from afettus (an archaic form of afus: afus < afettus).,,"body, body part"
tiwtiw,,n,"ṭayr/ṭer, PL ṭuyur, DIM ṭwir, ṭwiyir; DIM.PL ṭwirat; ferx, PL frax; DIM frix, DIM.PL frixat","bird(s), DIM, chicken",Morocco,Semitic,Arabic,Arabic (Moroccan),"Marrakesh, Casablanca, Rabat, Fes, Tetouane",,2014,"Onomatopoeia. Birds and the sound that the birds make. Not used in Rashidia (Ayt Merghad). Can be also used in the sence 'talking, chat(ting') (neg.), e.g. 'Ali fi-h tiwtiw bezzaf ‘Ali is chatting all the time’.",šuf tiwtiw 'watch the chicken/small birds',"animals, birds"
tiwtiw,,n,,"birds, small birds, chicken",Morocco,Semitic,Arabic,Arabic (Moroccan),unspecified,Abu-Shams 2005,2005,onomatopoeia,,"animals, birds"
tiwtiw,,n,"ṭēṛ, fellus","bird, chick",Morocco,Semitic,Arabic,Arabic (Moroccan),Fes,Caubet 1991,1991,,,"animals, birds"
tiwtiw,,n,"aḥemmir ‘bird’,
 aṯbir 'dove' (Senhaja), aḥmam (Ketama), aṯar 'wild pigeon' (Ketama), sununu ‘sparrow’","bird(s), DIM, pigeon/dove",Morocco,Amazigh (Berber),Senhaja,Ketama,"Bni Aisi, Bni Hmed",,"2015, 2025",,,"animals, birds"
tiwtiw,,n,ažḓiḓ,"bird(s), DIM",Morocco,Amazigh (Berber),,Tarifiyt,Ayt Said,,2014,,,"animals, birds"
tiwtiw,,n,,"birds (little birds), cf. kiwkiw 'little chick'",Morocco,Amazigh (Berber),,Tashelhit,Taznaxt,,2015,,,"animals, birds"
tiwtiw,,n,,birds (little),Morocco,Amazigh (Berber),,Tashelhit,Tafraout,,2024,,,"animals, birds"
"tiwtiw, šawšaw",,n,,"(little) bird(s), pigeon/dove",Morocco,Semitic,Arabic,Arabic (Moroccan),"Ketama: Azarmezdi, Bni Hasan",,2024,"There is also the word ""šawšawa"" referring to birds",,"animals, birds"
"tiwtiw, šawšaw",,n,,"(little) bird(s), pigeon/dove",Morocco,Amazigh (Berber),Senhaja,Mezduy,,,2025,,,"animals, birds"
"tiza, tizya",,n,"bzula, (zizila? DIM),",breast,Morocco,Semitic,Arabic,Arabic (Moroccan),"Marrakesh, Casablanca",,2014,zizzila maybe from bzila DIM of bezzula 'breast',,"body, body parts"
"tiza, tizya",,n,"bzula, (zizila? DIM),",breast,Morocco,Semitic,Arabic,Arabic (Moroccan),"Marrakesh, Casablanca",,2014,zizzila maybe from bzila DIM of bezzula 'breast',,"body, body parts"
tıpıš tıpıš,tıpış tıpış,v,tıpıš tıpıš can be also used in ADS but has a different meaning (mostly used in an ironic context etc.),"walk, take steps quickly",Turkey,Turkic,,Turkish,,,2024,,,
ṯlullušt,,n,"leɛḇa(ṯ) 'toy(s)'; munika 'doll', PL muniku(ṯ); ttrimbu 'top'; ṯanwwa(r)ṯ ‘flower’, PL ṯanewwašṯ or (coll.) nnwa(r) or nnwaš","nice object, usually 'flower' and by extension (metaphor) can be also used to refer to a nice woman (not only a BT lexeme)",Morocco,Amazigh (Berber),,Tarifiyt,Iqeraiyen,,2015,,,"object, world, positive, quality"
tmammact,,n,ḥemmuš/imi,mouth,Algeria,Amazigh (Berber),,Tashawit,"Ayt Nacer (Batna province, village Tagoust El Hamra)",,2024,BT=diminutive,,body parts
tok tok,,interj,,knock knock,Spain,Romance,,Spanish,"Spain, Navarra",,2024,,,
tootsie,,n,"foot, toe","foot, toe",USA,Germanic,,English,USA,,2024,PL tootsies,,
"tppriš, tʙ̥rš ",,n,(ṯ)amgat,cow,Morocco,Amazigh (Berber),Senhaja,Ketama,"Bni Aisi, Bni Hmed",,2015,"In many other parts of Morocco, mmuuh (onomatopoeia) is used as a BT term for 'cow'. Ketama Arabic speakers note: ""tppš"" can be used as a BT term for a cow, or can be used as animal-directed speech to direct a cow/to tell it to drink water. Some speakers of Tashelhit (Abdellah) also note that ppprš is animal-directed speech, used to direct the cow, to make it move, but not used in BT in their dialect.",,animals
ṯququht,,n,,"rooster, cock, hen, chicken",Morocco,Amazigh (Berber),,Tarifiyt,Ayt Said,,2015,F=M=DIM,,"animals, birds"
"tša, tešša",,"n, adj, interj","sxun, ḥaṛṛ (l-ɛafya 'fire')","hot, it's hot, burn, it burns",Morocco,Semitic,Arabic,Arabic (Moroccan),Fes,Caubet 1991,1991,"Cf. Berber adult afa, BT fuffu; ttšši.",,"warning, negative, quality"
"tša, tešša",,"interj, n, v, adj",,"hot! fire, it burns",Morocco,Semitic,Arabic,Arabic (Moroccan),unspecified,Abu-Shams 2005,2005,,,"warning, interjection"
"tša, tešša",,"n, adj, interj","l-ɛafya, sxun, ḥaṛṛ","fire, stove, it burns, hot",Morocco,Semitic,Arabic,Arabic (Moroccan),Fes,Caubet 1991,1991,,,"warning, quality"
tsisa,τσίσα,n,ούρα,pee,Greece,Greek,,Greek,,,2024,also known as tsisia,,
tsitsi,,n,settsi,grandmother,Algeria,Amazigh (Berber),,Kabyle,Béjaïa,,1998,Brihmat (Béjaïa (Sidi Aïch) – Aṯ Uġlis) uses mamma for 'grandmother'.,,"humans, kinship"
tsitsi,,n,settsi,grandmother,Algeria,Amazigh (Berber),,Kabyle,Béjaïa (Bgayet),,1998,,,"humans, kinship"
tsitsi,τσιτσί,n,κρέας,meat,Greece,Greek,,Greek,Crete,,2024,,,
"tššš, tšša",,"n, adj, interj","lɛafya (n), sxun (adj.)","fire, hot",Morocco,Semitic,Arabic,Arabic (Moroccan),Marrakesh,,2014,"Not used in Casablanca, Rabat, Fes.",,"warning, object"
tsutsu,,n,aksum,meat,Algeria,Amazigh (Berber),,Kabyle,Béjaïa (Bgayet),,1998,,,food
tsutsu,,n,aksum,meat,Algeria,Amazigh (Berber),,Kabyle,Béjaïa,,1998,,,food
ttah,,interj,uṯ,"hurt, pain",Algeria,Amazigh (Berber),,Tasahlit,Aït Bouyoucef (Tamridjet),,2017,,,warning
ṭṭaḥ,,v,,"hit, slap, strike, beat",Algeria,Amazigh (Berber),,Kabyle,At Zmenzer,,2014,"Syn. ṭṭaḥ. Verb, conjugated.",,"body, action, warning"
ṭṭaḥ,,v,,"hit, slap, strike, beat",Algeria,Amazigh (Berber),,Kabyle,At Zmenzer,,2014,"Syn. ṭṭaḥ. Verb, conjugated.",,"body, action, warning"
"ttaḥ, taḥtaḥ",,"v, n","seqqer! ‘hit!’
 seqqr=iṯ ‘hit him!’; wweṯ=iṯ ‘hit him!’; smedda(r)ḓa(r)! ‘smash/hit strongly’ (factitive derived from ameddarḓar ‘slap’)","hit, slap, strike; hitting, a slap",Morocco,Amazigh (Berber),,Tarifiyt,Midar (Ayt Tuzin),,2014,,Used with the verb 'to do': gg=as taḥḥ ‘do him/her hitting’= 'hit him/her' (IMP) (not *taḥḥ=iṯ),"body, action"
ttittu,,n,,eye,Algeria,Amazigh (Berber),,Kabyle,Makouda/Tigzirt sur mer,,1998,,,"body, body part"
ttittu,,n,,eye,Algeria,Amazigh (Berber),,Kabyle,Makouda/Tigzirt sur mer,,1998,,,"body, body part"
ṭṭriḥa,,n,ṭṭriḥa (BT = adult),"hitting, beating",Algeria,Amazigh (Berber),,Kabyle,Iwaḍiyen,,2015,"Can be used in adult speech. In At Zmenzer, it is an adult word. Used with the verb efk ‘give’: efk ṭṭriḥa ‘to hit, to beat’. Tebġid ad ak-fkeġ ṭṭriḥa? ‘Do you want me to beat you?’ (= tebġid ad ak-ṭaṭṭḥ-eġ?) Onomatopoeia? See also qqaš, ṭṭaḥ, ṭaṭṭeḥ.",,"body, action, warning"
ṭṭriḥa,,n,ṭṭriḥa (BT = adult),"hitting, beating",Algeria,Amazigh (Berber),,Kabyle,Iwaḍiyen,,2015,"Can be used in adult speech. In At Zmenzer, it is an adult word. Used with the verb efk ‘give’: efk ṭṭriḥa ‘to hit, to beat’. Tebġid ad ak-fkeġ ṭṭriḥa? ‘Do you want me to beat you?’ (= tebġid ad ak-ṭaṭṭḥ-eġ?) Onomatopoeia? See also qqaš, ṭṭaḥ, ṭaṭṭeḥ.",,"body, action, warning"
ttšši,,"n, interj",,fire (alo burn warning),Morocco,Amazigh (Berber),,Tamazight,Goulmima Region,,2024,,,
tukkatiya,,n,,"kick, blow",Morocco,Semitic,Arabic,Arabic (Moroccan),unspecified,Abu-Shams 2005,2005,This term is used with older children. It has a PL (-at),,action
tummy,,n,"stomach, tummy",stomach,"USA, UK",Germanic,,English,,Ferguson 1964,1964,tummy < stomack (cluster simplification). BT also used in ADS,,
tusa,,n,aqəṭṭúš,cat,Libya,Amazigh (Berber),,Awjila,Awjila,,2013,"BT < adult: the BT term is apparently an abbreviation of the adult aqəṭṭúš (a loan from Latin, note the ending in -uš).",,animals
ṭuṭḇu,,n,aman,water,Algeria,Amazigh (Berber),,Kabyle,At Aysi,,2000,,,"food, drink"
ṭuṭḇu,,n,aman,water,Algeria,Amazigh (Berber),,Kabyle,At Aysi,,2000,,,"food, drink"
tuto,,n,dormir,sleep,Chile,Romance,,Spanish,,Ferguson 1964,1964,,hacer tuto,
tuto,,n,dormir,sleep,Spain,Romance,,Spanish,,Ferguson 1964,1964,,hacer tuto,
tuttu,,n,,meat,Morocco,Amazigh (Berber),Senhaja,Zerqet,Ikherruden,,2025,,,food
ṭuṭṭu,,n,,eyes,Algeria,Amazigh (Berber),,Kabyle,Béjaïa (Bgayet),,1998,,,"body, body part"
ṭuṭṭu,,n,,eyes,Algeria,Amazigh (Berber),,Kabyle,Béjaïa,,1998,,,"body, body part"
tuttu? ṯuṯṯu ?,,n,titt (N.B. without emphasis),eye,Libya,Amazigh (Berber),,Awjila,Awjila,,2013,,,"body, body parts"
tutu,,n,aksum,meat,Algeria,Amazigh (Berber),,Tasahlit,Aït Bouyoucef (Tamridjet),,2017,,,food
tutu,τουτού,n,αυτοκίνητο,car,Greece,Greek,,Greek,,,2024,,,
"ṭūṭū, ṭuṭu",,n,ṭumubil,car (or other transport),Morocco,Semitic,Arabic,Arabic (Moroccan),Fes,Caubet 1991,1991,,,"object, world, transport"
tutut,,n,"ṭumubil 'car',
 auto 'car' (Oujda),
 muṭur 'motor', ṭubis 'bus'; trambiya 'tram' (North)... tran 'train', PL tranat.",train,Morocco,Semitic,Arabic,Arabic (Moroccan),"Marrakesh, Casablanca, Fes",,2014,"BT does not distinguish between different sorts of transport; ɛannɛann (from the sound of starting engine) more often used for motor, but can be used for car; tutut ‘train’: esp. if you are French-educated.",,"object, world, transport"
ṭuṭwu,,n,aman,water,Algeria,Amazigh (Berber),,Kabyle,At Yiraten,,1998,,,"food, drink"
ṭuṭwu,,n,aman,water,Algeria,Amazigh (Berber),,Kabyle,Aṯ Yiraṯen,,1998,,,"food, drink"
tužž,,n,anziḍ,squirrel,Morocco,Amazigh (Berber),,Tashelhit,Ayt Ba’amran,Simenel,2015,"not used in Ourzazate. Abdellah notes: ṭṭajj is used by a few villages in the outskirts of ayt baamran to refer to squirrels (onomatopoeia), but not in CDS.",,animals
tweɛwiɛ,,n,,"pain, shrieking of a baby, scream of pain",Morocco,Semitic,Arabic,Arabic (Moroccan),unspecified,Abu-Shams 2005,2005,,,"interjection, warning, negative, action"
ṭwiter,,n,DIM ṭwir < ṭer; frix < ferx,"bird(s), DIM",Morocco,Semitic,Arabic,Arabic (Moroccan),Rabat,,2014,DIM of ṭayr/ṭutur?,,"animals, birds"
uches,,n,chuches,"goodies, candy",Spain,Romance,,Spanish,,Ferguson 1964,1964,,Not used in Ecuador,
uches,,n,chuches,"goodies, candy",Spain,Romance,,Spanish,,Ferguson 1964,1964,,,
uɛaɛ ,,n,,"donkey, mule",Morocco,Amazigh (Berber),Senhaja,Zerqet,Ikherruden,,2025,"(<sound), not a well-established CDS term but a possibility",,animals
uf,,n,acımak,"pain, everything that hurts",Turkey,Turkic,,Turkish,İzmir/Istanbul,,2015,,Uf mu oldu?,"body, warning, negative"
uff,,interj,,warning: watch out! stop! be careful! hot,Egypt,Semitic,Arabic,Arabic (Egyptian),Cairo,Woidich 2006,2006,German: aufpassen! heiss!,,"quality, negative, warning, body, pain"
uff,,interj,,warning: watch out! stop! be careful! hot,Egypt,Semitic,Arabic,Arabic (Egyptian),Cairo,Woidich 2006,2006,German: aufpassen! heiss!,,"quality, negative, warning, body, pain"
uff,,"interj, n, adj, adv",,"hot, fire",Egypt,Semitic,Arabic,Arabic (Egyptian),Cairo,Woidich 2006,2006,German: aufpassen! heiss!,,"quality, negative, warning"
uff,,"interj, n, adj, adv",,"hot, fire",Egypt,Semitic,Arabic,Arabic (Egyptian),Cairo,Woidich 2006,2006,German: aufpassen! heiss!,,"quality, negative, warning"
uffi,,interj,,offf,Italy,Romance,,Italian,,,2024,,,
uḥḥ,,interj,,hot,Syria,Semitic,Arabic,Arabic (Syrian),Syria,Ferguson  1964,1964,,,
uḥḥ,,interj,,hot,"Syria, Egypt",Semitic,Arabic,"Arabic (Syrian), Arabic (Egyptian)",,Sabbagh 1886 cited in Ferguson 1964,1886,,,
ummi,,n,"žatti, ḥanni",grandmother,Libya,Semitic,Arabic,Arabic (Libyan),Benghazi,,2015,ummi is used when grandmother lives together with the baby; it is also possible to use mama + name (e.g. mama Faṭima),,"humans, kinship"
upa,,interj,Subir en brazos,up (take me up),Paraguay,Tupi-Guarani,,Guarani,,,2024,,,
upa,,interj,,carry on back,Spain,Romance,,Spanish,,Ferguson 1964,1964,,,
upa,,interj,,"carry on back, up",Spain,Romance,,Spanish,,Ferguson 1964,1964,,,
uppalalà,,v,alzarsi,stand up,Italy,Romance,,Italian,Rome/Torino,,2015,,,action
"uwa, uwwa",,"n, v","busa (n), bus! (v)","kiss, to kiss",Morocco,Semitic,Arabic,Arabic (Moroccan),"Casablanca, Rabat",,2014,"Not the only term for 'kiss' in Morocco: see also mwaḥ, mmaḥ, maḥḥa.",ɛateni maḥa or just maḥa (=ɛateni busa);,"body, action"
uwwa,,n,,kiss,Morocco,Semitic,Arabic,Arabic (Moroccan),"Ketama: Azarmezdi, Bni Hasan",,2024,,,
"uwwa, uwwa-uwwa",,"v, n",busa,"kiss, to kiss",Morocco,Semitic,Arabic,Arabic (Moroccan),Fes,Caubet 1991,1991,"Cf. Berber mmaḥḥašštt, bbaḥḥašštt.",,"body, action"
wa wa,,interj,,baby's crying,"Spain, Ecuador",Romance,,Spanish,"Spain, Ecuador",,2024,,,
wabbit,,n,rabbit,rabbit,"USA, UK",Germanic,,English,,Ferguson 1964,1964,,,
waɛɛa,,n,,"baby, child",Morocco,Amazigh (Berber),,Tashelhit,Ayt Ba’amran,,2025,Syn. mummu,,"humans, kinship"
waɛuš,,n,ayfki,milk,Algeria,Amazigh (Berber),,Kabyle,At Zmenzer,,2014,,,
wahwah,,n,l-kelb,dog,Morocco,Semitic,Arabic,Arabic (Moroccan),Fes,Caubet 1991,1991,"Cf. Berber habbu, haba.",,animals
wali,,n,srawilən,trousers,Egypt,Amazigh (Berber),,Siwa,Siwa,Souag p.c.,2014,,,"body, clothes"
wali,,n,srawilən,trousers,Egypt,Amazigh (Berber),,Siwa,Siwa,Souag p.c.,2014,,,"body, clothes"
walkie,,n,walk,walk,"USA, UK",Germanic,,English,USA,,2024,,,
wau wau,,n,Hund,dog,Germany,Germanic,,German,,,2024,,,animals
wawa,,n,,brother,Egypt,Semitic,Arabic,Arabic (Egyptian),Cairo,Širbini 1665,1665,"Not used in modern Eg. Arabic in this sence (according to Hassan). It is a BT term for 'pain, unjury'.",,kinship
wawa,,n,,brother,Egypt,Semitic,Arabic,Arabic (Moroccan),Cairo,Širbini 1665,1665,"Not used in modern Eg. Arabic in this sence (according to Hassan). It is a BT term for 'pain, unjury'.",,kinship
wawa,,interj,,"crying (imitation of crying, ouaoua/wawa)",Algeria,Semitic,Arabic,Arabic (Algerian),Chaouia,,2024,,,"action, cry"
wawa,,interj,,"crying (imitation of crying, ouaoua/wawa)",Algeria,Amazigh (Berber),,Tashawit,Ayt Sellem,,2024,,,"action, cry"
wawa,вава,interj,rana,"injury, hurt oneself",Russia,Slavic,,Russian,,,2024,,,
wāwa,,"n, interj",,"pain, everything that hurts",Syria,Semitic,Arabic,Arabic (Syrian),unspecified,Ferguson 1964  ,1964,Cf. Fes wāwa,,"body, feeling, negative, warning"
wāwa,,v,xrež (l-z-zanqa),go out (on the street),Morocco,Semitic,Arabic,Arabic (Moroccan),Fes,Caubet 1991,1991,Restricted to Fes?,,action
wāwa,,interj,,hurt,Syria,Semitic,Arabic,Arabic (Syrian),Syria,Ferguson 1964,1964,,,
"wawa, uwwa, vava",,interj,,"hurt, sore, injury",,,,"Arabic (general), Turkish, Persian, Armenian, Greek",Middle East ,Ferguson 1964,1964,/v/ in languages like Persian and Greek that have no /w/,,
"wāwa, wawa",,"adv, interj",,"pain, hurt, injury",Egypt,Semitic,Arabic,Arabic (Egyptian),Cairo,Woidich 2006,2006; 2015,"German: wehweh. According to Širbini (1665), wawa is a BT term for 'brother' in Cairo Arabic. (Not used in this sense any more).",,"quality, negative, warning, pain, body"
"wāwa, wawa",,"adv, interj",,"pain, hurt, injury",Egypt,Semitic,Arabic,Arabic (Egyptian),Cairo,Woidich 2006,2006; 2015,"German: wehweh. According to Širbini (1665), wawa is a BT term for 'brother' in Cairo Arabic. (Not used in this sense any more).",,"quality, negative, warning, pain, body"
wedina,,n,wedan,ear,Algeria,Semitic,Arabic,Arabic (Algerian),Chaouia,,2024,BT=diminutive,,body parts
"wee wee, pee pee",,"v, n","urinate, pee","urinate, pee","USA, UK",Germanic,,English,,Ferguson 1964,1964,,,
weɛɛ,,interj,,"pain, scream of pain, shrieking of a baby",Morocco,Semitic,Arabic,Arabic (Moroccan),unspecified,Abu-Shams 2005,2005,,,"warning, negative"
weɛweɛ,,"v, interj",,pain: to scream when you are in pain,Morocco,Semitic,Arabic,Arabic (Moroccan),unspecified,Abu-Shams 2005,2005,,,"interjection, warning, negative, action"
welles,,interj,jawel,"yes, it is",Netherlands,Germanic,,Dutch,,,2024,"Usually a reply to ""nietes"". One child says for example that s/he hasn't done it with ""nietes"" the other child insist that something has been done by saying ""welles""",,game
wetta,,n,,"sister (elder), also paternal aunt or any older woman that you respect",Algeria,Amazigh (Berber),,Tashawit,Ayt Busliman (Chennawra),,2024,,,
whittle,,adj,little,little,"USA, UK",Germanic,,English,USA,,2024,L > W,,
wudina,,n,"wudn, PL wudnin",ear,Morocco,Semitic,Arabic,Arabic (Moroccan),"Marrakesh, Casablanca, Rabat, Tetouane",,2014,"Often, DIM are used in baby-talk.",,"body, body parts"
wuḥḥaša,,"v, n",busa,"kiss, to kiss",Morocco,Semitic,Arabic,Arabic (Moroccan),Fes,Caubet 1991,1991,"Cf. Berber mmaḥḥašštt, bbaḥḥašštt.",,"body, action"
wwu,,"v, n",,"drive, motor, car, (bike)",Algeria,Amazigh (Berber),,Tashawit,Ayt Busliman (Chennawra),,2024,,,
xal-i,,n,"xal-i, ḥbibi, ɛamm-i (BT=adult)","uncle (maternal, paternal)",Morocco,Semitic,Arabic,Arabic (Moroccan),Fes,Caubet 1991,1991,"(ADS=CDS), also: ḥbibi, ɛamm-i",,"humans, kinship"
xali,,n,,uncle (maternal),Algeria,Amazigh (Berber),,Tashawit,"Ayt Busliman (Chennawra), Ayt Sellem",,2024,,,
xalt-i,,n,"xalt-i, ɛamt-i (BT=adult)",aunt (maternal),Morocco,Semitic,Arabic,Arabic (Moroccan),Fes,Caubet 1991,1991,BT=adult,,"humans, kinship"
xalti,,n,,aunt (maternal),Algeria,Amazigh (Berber),,Tashawit,Ayt Busliman (Chennawra),,2024,,,
xaltu,,n,"xalti, ɛammti, etc.",aunt,Morocco,Semitic,Arabic,Arabic (Moroccan),Tetouane,,2014,Ending -u (normally 3MSG poss.) is used in BT.,,"humans, kinship"
xaltu,,n,,aunt (maternal),Algeria,Semitic,Arabic,Arabic (Algerian),Chaouia,,2024,,,kinship
xaltu,,n,xalt-,aunt (maternal),Morocco,Semitic,Arabic,Arabic (Moroccan),"Ketama: Azarmezdi, Bni Hasan",,2024,,,"humans, kinship"
xalu,,n,"xal-i, etc",uncle (maternal),Algeria,Semitic,Arabic,Arabic (Algerian),Chaouia,,2024,,,kinship
xalu,,n,"xal-i, etc",uncle (maternal),Algeria,Amazigh (Berber),,Tashawit,Ayt Sellem,,2024,,,kinship
xalu,,n,xali,uncle (maternal),Libya,Semitic,Arabic,Arabic (Libyan),Benghazi,,2015,,,"humans, kinship"
xalu,,n,xal-,uncle (maternal),Morocco,Semitic,Arabic,Arabic (Moroccan),"Ketama: Azarmezdi, Bni Hasan",,2024,,,"humans, kinship"
"xalu, xali",,n,"xal-i, etc",uncle (maternal),Algeria,Semitic,Arabic,Arabic (Algerian),,,2024,,,kinship
"xalu, xali",,n,"xal-i, etc",uncle (maternal),Algeria,Amazigh (Berber),,Tashawit,,,2024,,,kinship
xemma,,"n, v",,"food, eat",Algeria,Amazigh (Berber),,Tashawit,"Ayt Nacer (Batna province, village Tagoust El Hamra)",,2024,,,"food, eat"
